Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Returned,Return_Probability,Risk_Level
Electronics,166.2,2,Changed mind,Returned,-150.0,24,Female,City65,Credit Card,Express,16.98,1,0.5251286444756547,Medium
Toys,345.99,3,Wrong item,Returned,-236.0,38,Female,City93,PayPal,Express,2.89,1,0.4914274494565099,Medium
Clothing,62.01,5,Changed mind,Returned,294.0,20,Male,City80,Gift Card,Next-Day,43.1,1,0.44877410247992816,Medium
Electronics,358.53,4,Wrong item,Returned,171.0,36,Female,City28,Debit Card,Express,35.24,1,0.4579047530359334,Medium
Books,98.87,3,Changed mind,Returned,-27.0,51,Female,City37,Credit Card,Standard,17.74,1,0.5069528868429483,Medium
Clothing,124.99,3,Changed mind,Returned,-27.0,27,Female,City96,Gift Card,Standard,33.74,1,0.47676892185996905,Medium
Clothing,264.78,3,Defective,Returned,542.0,32,Female,City65,Credit Card,Standard,31.26,1,0.5310167000937258,Medium
Books,334.58,1,Changed mind,Returned,244.0,54,Female,City67,Gift Card,Standard,37.26,1,0.47933816525842515,Medium
Clothing,422.59,5,Defective,Returned,319.0,20,Male,City5,Credit Card,Standard,27.5,1,0.5116814856962628,Medium
Home,19.51,3,Not as described,Returned,-252.0,37,Female,City60,Gift Card,Next-Day,11.09,1,0.4958226338678449,Medium
Books,351.3,5,Not as described,Returned,121.0,22,Female,City41,Credit Card,Express,15.27,1,0.4698031841558327,Medium
Home,496.87,2,Defective,Returned,203.0,40,Male,City42,PayPal,Next-Day,32.48,1,0.5175144268100634,Medium
Toys,374.84,1,Changed mind,Returned,605.0,66,Male,City86,Debit Card,Express,5.54,1,0.521357371366187,Medium
Books,200.99,2,Changed mind,Returned,120.0,46,Male,City64,Gift Card,Next-Day,36.21,1,0.48157182579375113,Medium
Toys,472.27,1,Not as described,Returned,277.0,51,Male,City86,PayPal,Next-Day,23.51,1,0.5440570007619666,Medium
Books,211.23,1,Changed mind,Returned,141.0,46,Female,City7,PayPal,Standard,8.98,1,0.5386761303656357,Medium
Clothing,198.29,4,Wrong item,Returned,-526.0,27,Male,City83,Credit Card,Express,43.85,1,0.46176155512058586,Medium
Books,96.48,3,Changed mind,Returned,216.0,43,Male,City34,Credit Card,Standard,22.61,1,0.47882292730113946,Medium
Books,287.9,1,Wrong item,Returned,218.0,58,Female,City80,PayPal,Express,11.24,1,0.46572570052505957,Medium
Books,393.04,3,Wrong item,Returned,323.0,49,Male,City2,PayPal,Next-Day,41.55,1,0.5224634770788305,Medium
Home,234.79,5,Wrong item,Returned,-196.0,48,Male,City70,Debit Card,Standard,29.54,1,0.509333622823244,Medium
Books,472.16,3,Changed mind,Returned,505.0,25,Female,City84,PayPal,Standard,25.93,1,0.5015976497198928,Medium
Toys,327.46,1,Not as described,Returned,10.0,56,Male,City65,Debit Card,Standard,46.11,1,0.5247515861950238,Medium
Toys,178.44,4,Wrong item,Returned,-276.0,61,Female,City55,Debit Card,Express,26.58,1,0.5085830463673562,Medium
Books,44.24,5,Defective,Returned,-218.0,41,Female,City52,Gift Card,Express,41.74,1,0.516299600733381,Medium
Home,265.11,4,Not as described,Returned,-76.0,40,Female,City91,Debit Card,Next-Day,38.22,1,0.4902860014252243,Medium
Home,346.91,4,Changed mind,Returned,103.0,53,Female,City47,Gift Card,Standard,14.64,1,0.4850463819810889,Medium
Home,134.05,3,Not as described,Returned,-57.0,27,Male,City69,Debit Card,Express,45.97,1,0.4729632871109909,Medium
Books,187.72,2,Wrong item,Returned,67.0,37,Female,City58,Debit Card,Standard,48.99,1,0.5231823072823885,Medium
Clothing,351.76,4,Not as described,Returned,-181.0,69,Female,City25,PayPal,Next-Day,33.46,1,0.5311885497994776,Medium
Toys,10.27,2,Changed mind,Returned,-1.0,56,Female,City87,PayPal,Next-Day,4.42,1,0.4404320531500458,Medium
Clothing,51.35,2,Changed mind,Returned,-366.0,39,Male,City41,Credit Card,Next-Day,40.24,1,0.4566357917774114,Medium
Books,283.13,4,Not as described,Returned,426.0,19,Male,City36,Credit Card,Standard,36.24,1,0.5079790366736785,Medium
Books,362.05,2,Not as described,Returned,-287.0,68,Male,City61,Gift Card,Express,33.55,1,0.4700344453499362,Medium
Home,440.27,4,Changed mind,Returned,-458.0,24,Female,City25,Debit Card,Standard,29.69,1,0.503258451404804,Medium
Clothing,496.58,1,Not as described,Returned,-343.0,44,Male,City30,Credit Card,Express,47.06,1,0.44701803321535394,Medium
Toys,183.98,1,Defective,Returned,394.0,70,Male,City14,Debit Card,Express,35.89,1,0.5036992517224687,Medium
Toys,497.6,5,Wrong item,Returned,-251.0,27,Female,City82,Gift Card,Next-Day,41.25,1,0.4952441809063431,Medium
Books,432.21,2,Wrong item,Returned,-195.0,54,Male,City93,Debit Card,Next-Day,34.19,1,0.46058729678859905,Medium
Books,452.72,3,Changed mind,Returned,-234.0,68,Male,City99,Gift Card,Standard,1.23,1,0.4872343976828024,Medium
Books,126.77,2,Defective,Returned,248.0,33,Female,City59,Credit Card,Express,38.59,1,0.47652224963539874,Medium
Books,248.74,1,Wrong item,Returned,-474.0,34,Male,City63,Credit Card,Express,48.58,1,0.4898855702431729,Medium
Electronics,16.13,1,Not as described,Returned,-296.0,58,Male,City65,Debit Card,Next-Day,6.17,1,0.5346620258078156,Medium
Clothing,263.39,1,Changed mind,Returned,354.0,43,Female,City62,Credit Card,Standard,34.72,1,0.5092327781149845,Medium
Books,391.94,5,Not as described,Returned,355.0,59,Female,City71,Debit Card,Express,28.18,1,0.5086358428574596,Medium
Books,129.62,3,Wrong item,Returned,412.0,58,Female,City26,Debit Card,Express,14.36,1,0.4486108070465685,Medium
Clothing,422.06,2,Defective,Returned,51.0,45,Male,City21,Debit Card,Standard,0.44,1,0.5017799759593644,Medium
Books,422.32,1,Defective,Returned,18.0,19,Female,City54,Credit Card,Next-Day,15.77,1,0.5016081530467392,Medium
Electronics,75.28,1,Wrong item,Returned,19.0,35,Male,City12,Credit Card,Next-Day,0.17,1,0.5181923294204682,Medium
Toys,25.59,1,Not as described,Returned,262.0,50,Female,City55,Credit Card,Next-Day,2.0,1,0.51498329860995,Medium
Clothing,272.58,5,Defective,Returned,121.0,57,Female,City64,Credit Card,Standard,44.41,1,0.4911413662243872,Medium
Home,428.39,5,Wrong item,Returned,28.0,67,Female,City16,PayPal,Standard,2.44,1,0.5196619006728969,Medium
Toys,365.81,4,Defective,Returned,222.0,38,Male,City46,PayPal,Standard,9.36,1,0.5232925231229708,Medium
Books,335.54,3,Changed mind,Returned,689.0,56,Female,City82,Gift Card,Express,41.45,1,0.4888606168406896,Medium
Books,283.3,5,Not as described,Returned,40.0,34,Male,City17,Credit Card,Next-Day,47.89,1,0.51081211976772,Medium
Books,21.71,3,Changed mind,Returned,-293.0,23,Female,City40,Gift Card,Express,36.84,1,0.5263272843161461,Medium
Clothing,160.59,3,Changed mind,Returned,-490.0,64,Female,City85,Credit Card,Express,20.36,1,0.4993328739961303,Medium
Electronics,322.32,2,Defective,Returned,180.0,57,Female,City14,Debit Card,Standard,8.97,1,0.5166553428526931,Medium
Books,309.62,2,Changed mind,Returned,305.0,43,Male,City3,Gift Card,Standard,34.73,1,0.483854119904716,Medium
Books,250.69,3,Defective,Returned,-215.0,30,Male,City10,PayPal,Express,24.35,1,0.5266089428108828,Medium
Toys,379.78,4,Not as described,Returned,-221.0,67,Female,City13,Gift Card,Next-Day,2.26,1,0.5283251761656912,Medium
Toys,460.49,3,Wrong item,Returned,-284.0,49,Male,City38,Gift Card,Standard,4.81,1,0.4554103441289162,Medium
Books,192.89,5,Defective,Returned,-316.0,22,Male,City70,Gift Card,Standard,9.63,1,0.5172440647347575,Medium
Electronics,104.65,4,Not as described,Returned,-196.0,61,Male,City25,Debit Card,Next-Day,0.12,1,0.5180040715152736,Medium
Clothing,129.14,5,Not as described,Returned,250.0,48,Female,City67,Credit Card,Next-Day,17.15,1,0.49382107913314577,Medium
Clothing,322.96,2,Changed mind,Returned,-387.0,46,Male,City62,Gift Card,Next-Day,22.69,1,0.5133900443744094,Medium
Home,41.35,3,Defective,Returned,580.0,21,Female,City64,Credit Card,Next-Day,25.77,1,0.4878515423914734,Medium
Toys,381.78,1,Changed mind,Returned,20.0,70,Female,City94,PayPal,Next-Day,17.66,1,0.5442108061513694,Medium
Clothing,67.03,1,Defective,Returned,-195.0,25,Female,City71,PayPal,Standard,5.6,1,0.5330347940543962,Medium
Books,13.85,5,Changed mind,Returned,-44.0,35,Female,City35,Debit Card,Next-Day,40.61,1,0.4769107891795721,Medium
Clothing,439.5,2,Wrong item,Returned,-164.0,66,Female,City15,Credit Card,Express,7.15,1,0.455549100838365,Medium
Clothing,392.78,5,Defective,Returned,263.0,66,Male,City63,Gift Card,Standard,24.08,1,0.5119072978887792,Medium
Toys,39.22,4,Not as described,Returned,58.0,69,Male,City7,Gift Card,Express,24.47,1,0.533004494789682,Medium
Clothing,199.06,1,Defective,Returned,-240.0,51,Male,City42,PayPal,Next-Day,25.37,1,0.5233039257815987,Medium
Home,406.02,2,Defective,Returned,-60.0,30,Male,City34,Credit Card,Standard,11.26,1,0.48419381494703817,Medium
Books,80.86,2,Not as described,Returned,271.0,27,Male,City19,PayPal,Standard,5.97,1,0.46568635765704913,Medium
Clothing,157.19,3,Wrong item,Returned,594.0,58,Female,City36,Credit Card,Standard,33.38,1,0.5115571202320244,Medium
Electronics,207.66,1,Not as described,Returned,-223.0,22,Male,City59,PayPal,Standard,45.2,1,0.5015222861291535,Medium
Clothing,74.1,3,Not as described,Returned,409.0,29,Male,City74,PayPal,Standard,49.16,1,0.5065305639953908,Medium
Home,493.34,4,Changed mind,Returned,-113.0,42,Female,City85,Gift Card,Standard,22.75,1,0.50326424688552,Medium
Home,335.17,4,Changed mind,Returned,78.0,65,Female,City1,PayPal,Express,42.04,1,0.5027995359882589,Medium
Home,141.34,2,Defective,Returned,94.0,27,Female,City49,PayPal,Next-Day,22.08,1,0.5294292963683291,Medium
Electronics,332.89,3,Changed mind,Returned,225.0,29,Male,City63,Credit Card,Next-Day,10.94,1,0.4970606843748794,Medium
Electronics,120.27,1,Defective,Returned,24.0,38,Male,City94,Debit Card,Standard,31.41,1,0.5324633668079607,Medium
Books,409.21,3,Changed mind,Returned,-420.0,30,Female,City21,Gift Card,Express,23.52,1,0.4937949279308074,Medium
Books,283.36,2,Not as described,Returned,1.0,65,Female,City31,Credit Card,Standard,24.55,1,0.5102038047531193,Medium
Clothing,422.22,3,Defective,Returned,444.0,52,Female,City96,PayPal,Express,36.66,1,0.4885521567664884,Medium
Electronics,404.88,3,Defective,Returned,-100.0,27,Male,City71,Gift Card,Express,41.07,1,0.506214842697867,Medium
Home,26.78,3,Wrong item,Returned,375.0,31,Female,City82,Debit Card,Next-Day,0.59,1,0.5000073080702807,Medium
Toys,214.22,1,Defective,Returned,277.0,39,Female,City34,Gift Card,Express,46.03,1,0.4816818869349491,Medium
Home,207.46,3,Not as described,Returned,141.0,40,Female,City40,Credit Card,Next-Day,47.53,1,0.5270580971666863,Medium
Electronics,26.1,4,Wrong item,Returned,207.0,33,Female,City83,PayPal,Express,22.83,1,0.48712703469869056,Medium
Clothing,385.74,5,Changed mind,Returned,-117.0,37,Female,City7,Gift Card,Next-Day,47.93,1,0.5218499828700919,Medium
Electronics,257.68,5,Wrong item,Returned,-563.0,22,Male,City61,Gift Card,Express,12.1,1,0.47755166104590263,Medium
Electronics,393.02,4,Wrong item,Returned,186.0,40,Female,City71,PayPal,Next-Day,15.11,1,0.5277803344606513,Medium
Electronics,42.47,1,Changed mind,Returned,-277.0,66,Female,City80,Gift Card,Express,42.12,1,0.44677055741537924,Medium
Electronics,175.33,5,Wrong item,Returned,-516.0,35,Male,City43,Debit Card,Next-Day,22.19,1,0.5355675318588237,Medium
Toys,26.48,5,Wrong item,Returned,5.0,27,Male,City3,Debit Card,Standard,34.6,1,0.4891748354442509,Medium
Clothing,458.37,2,Not as described,Returned,-120.0,55,Male,City4,PayPal,Next-Day,24.3,1,0.5095376773437676,Medium
Books,468.23,1,Defective,Returned,-99.0,40,Male,City73,PayPal,Next-Day,45.91,1,0.49854812070634436,Medium
Books,136.37,5,Wrong item,Returned,-561.0,48,Male,City7,Gift Card,Standard,45.21,1,0.5263391453086609,Medium
Home,224.41,5,Not as described,Returned,-36.0,44,Female,City31,Gift Card,Next-Day,26.39,1,0.5178849652426042,Medium
Home,445.4,1,Defective,Returned,-138.0,67,Female,City86,PayPal,Express,35.41,1,0.5405705014819033,Medium
Books,159.64,3,Defective,Returned,111.0,23,Female,City4,PayPal,Next-Day,14.38,1,0.5068983074667683,Medium
Toys,354.26,2,Defective,Returned,-544.0,20,Female,City33,Gift Card,Standard,29.13,1,0.4922075673849066,Medium
Home,45.48,1,Not as described,Returned,619.0,69,Female,City95,PayPal,Standard,13.04,1,0.5184435679684826,Medium
Home,196.78,1,Defective,Returned,222.0,30,Male,City100,PayPal,Next-Day,6.0,1,0.541606235566658,Medium
Electronics,479.34,2,Wrong item,Returned,-61.0,36,Female,City12,Debit Card,Express,25.61,1,0.5135183601401507,Medium
Books,421.33,2,Changed mind,Returned,-605.0,54,Male,City21,Credit Card,Express,8.5,1,0.4879541443569234,Medium
Clothing,65.33,4,Wrong item,Returned,206.0,39,Female,City80,PayPal,Standard,4.9,1,0.4793747817708272,Medium
Toys,262.65,4,Wrong item,Returned,-616.0,24,Female,City2,Gift Card,Express,39.9,1,0.5156969830622854,Medium
Home,337.24,5,Changed mind,Returned,429.0,51,Male,City72,Gift Card,Express,28.89,1,0.48675150006412476,Medium
Toys,76.59,2,Changed mind,Returned,-150.0,66,Female,City88,PayPal,Express,24.71,1,0.5025810998922955,Medium
Clothing,440.06,3,Defective,Returned,-25.0,31,Male,City27,Credit Card,Next-Day,1.13,1,0.5116523696121614,Medium
Toys,406.61,2,Wrong item,Returned,-659.0,44,Female,City16,Debit Card,Next-Day,39.85,1,0.48516804737167357,Medium
Books,173.06,1,Defective,Returned,-492.0,35,Female,City77,Credit Card,Express,49.74,1,0.508500829007781,Medium
Clothing,374.94,2,Changed mind,Returned,-334.0,61,Female,City44,Gift Card,Next-Day,15.68,1,0.4988833094490371,Medium
Clothing,101.48,2,Not as described,Returned,80.0,42,Male,City32,PayPal,Standard,47.22,1,0.5167125464058626,Medium
Toys,166.33,4,Changed mind,Returned,48.0,53,Male,City87,PayPal,Standard,47.4,1,0.4337189328982441,Medium
Toys,123.74,4,Wrong item,Returned,-77.0,35,Male,City86,PayPal,Standard,40.38,1,0.5454314976147965,Medium
Books,346.02,4,Changed mind,Returned,-134.0,68,Female,City94,PayPal,Standard,0.06,1,0.5538006211280136,Medium
Electronics,358.74,3,Not as described,Returned,175.0,40,Male,City41,Credit Card,Express,30.25,1,0.4661353135366553,Medium
Electronics,58.29,1,Not as described,Returned,-143.0,25,Female,City67,Credit Card,Express,31.68,1,0.4860624066235059,Medium
Toys,268.57,3,Wrong item,Returned,-544.0,67,Female,City8,Debit Card,Express,35.66,1,0.48810441858106884,Medium
Books,488.11,5,Defective,Returned,-167.0,38,Female,City95,Credit Card,Express,15.52,1,0.49013542421515793,Medium
Books,45.84,2,Wrong item,Returned,107.0,50,Female,City94,Debit Card,Express,38.72,1,0.528944459567927,Medium
Books,6.99,1,Wrong item,Returned,-114.0,23,Female,City37,Gift Card,Next-Day,11.14,1,0.5145681587459036,Medium
Clothing,151.65,2,Defective,Returned,-175.0,31,Female,City15,Credit Card,Express,44.37,1,0.4486270337251341,Medium
Books,116.07,5,Not as described,Returned,17.0,56,Female,City45,Gift Card,Next-Day,15.25,1,0.4749634681339687,Medium
Books,256.35,3,Wrong item,Returned,-118.0,42,Male,City99,Debit Card,Standard,25.35,1,0.4822045434830116,Medium
Books,195.96,4,Defective,Returned,-210.0,68,Female,City100,PayPal,Standard,40.2,1,0.5414703646252175,Medium
Clothing,9.08,3,Wrong item,Returned,26.0,32,Male,City59,Credit Card,Standard,11.44,1,0.4907244112575097,Medium
Electronics,467.97,1,Defective,Returned,-487.0,19,Female,City20,Debit Card,Express,20.04,1,0.49195441699481124,Medium
Clothing,78.14,5,Defective,Returned,86.0,60,Male,City21,Debit Card,Next-Day,7.9,1,0.5026063224826659,Medium
Books,42.72,2,Defective,Returned,425.0,40,Female,City58,Debit Card,Standard,21.38,1,0.5295193744719122,Medium
Home,100.78,3,Not as described,Returned,422.0,33,Male,City94,Gift Card,Next-Day,27.02,1,0.5413978668105908,Medium
Clothing,94.91,5,Wrong item,Returned,29.0,50,Male,City1,Gift Card,Express,6.09,1,0.5067020388628609,Medium
Electronics,46.96,2,Changed mind,Returned,108.0,26,Male,City29,PayPal,Express,3.77,1,0.5542905802257093,Medium
Electronics,344.28,3,Not as described,Returned,228.0,70,Female,City29,PayPal,Standard,14.67,1,0.5652224667627741,Medium
Clothing,403.35,5,Changed mind,Returned,30.0,29,Female,City74,Gift Card,Next-Day,48.18,1,0.48291412536197353,Medium
Home,74.26,2,Changed mind,Returned,-489.0,23,Male,City88,Credit Card,Next-Day,19.77,1,0.4824143368447216,Medium
Home,36.7,1,Not as described,Returned,564.0,26,Female,City31,Gift Card,Next-Day,19.43,1,0.5162243316408912,Medium
Electronics,303.85,2,Changed mind,Returned,-162.0,35,Male,City3,PayPal,Standard,40.96,1,0.4987654187798816,Medium
Home,407.85,5,Not as described,Returned,311.0,48,Male,City41,Gift Card,Next-Day,1.01,1,0.4782412908337527,Medium
Electronics,355.27,5,Changed mind,Returned,152.0,70,Female,City86,Credit Card,Express,49.57,1,0.5206597583406481,Medium
Home,357.52,3,Changed mind,Returned,28.0,47,Male,City55,Credit Card,Next-Day,35.59,1,0.4969232574267059,Medium
Electronics,175.24,2,Changed mind,Returned,507.0,22,Male,City16,Debit Card,Express,35.84,1,0.48330701793666614,Medium
Books,23.73,3,Wrong item,Returned,-419.0,28,Female,City10,Gift Card,Standard,15.83,1,0.522888239902717,Medium
Books,454.4,4,Wrong item,Returned,101.0,58,Female,City68,Gift Card,Standard,44.65,1,0.5174299918845896,Medium
Books,239.86,4,Defective,Returned,-207.0,30,Female,City12,Gift Card,Express,27.06,1,0.5190268193586253,Medium
Toys,20.02,5,Defective,Returned,216.0,19,Male,City78,Credit Card,Next-Day,14.89,1,0.48563491960903993,Medium
Electronics,35.7,4,Wrong item,Returned,-157.0,49,Female,City84,PayPal,Express,43.26,1,0.5084016047085147,Medium
Home,53.44,2,Wrong item,Returned,-19.0,59,Male,City89,Debit Card,Next-Day,42.2,1,0.4957490204196581,Medium
Books,402.9,4,Defective,Returned,323.0,50,Female,City84,PayPal,Next-Day,36.07,1,0.5023086150282511,Medium
Toys,382.59,2,Changed mind,Returned,169.0,53,Male,City24,PayPal,Express,3.84,1,0.5127963481326242,Medium
Clothing,165.6,4,Changed mind,Returned,230.0,53,Female,City17,Credit Card,Express,47.79,1,0.5089847028609,Medium
Clothing,448.82,2,Wrong item,Returned,-383.0,19,Female,City70,Gift Card,Standard,4.63,1,0.5206665707379757,Medium
Home,241.36,1,Wrong item,Returned,-159.0,18,Female,City84,Debit Card,Next-Day,33.18,1,0.4843148248560666,Medium
Home,421.33,4,Changed mind,Returned,-50.0,36,Male,City48,Debit Card,Express,47.02,1,0.4699438383045369,Medium
Home,257.6,3,Wrong item,Returned,4.0,69,Male,City50,PayPal,Express,0.08,1,0.5049850230235685,Medium
Books,198.82,2,Wrong item,Returned,127.0,52,Male,City70,Gift Card,Next-Day,22.94,1,0.5085861455859737,Medium
Toys,415.28,3,Changed mind,Returned,238.0,19,Female,City54,Debit Card,Express,20.92,1,0.5000158929429661,Medium
Books,193.53,5,Defective,Returned,154.0,42,Male,City50,Debit Card,Express,9.48,1,0.4837793067054215,Medium
Home,33.34,5,Not as described,Returned,-521.0,41,Female,City84,Debit Card,Express,24.34,1,0.497150655789058,Medium
Books,174.71,4,Defective,Returned,72.0,60,Female,City85,Debit Card,Standard,7.44,1,0.5055701479098079,Medium
Home,338.78,3,Changed mind,Returned,143.0,66,Male,City89,Gift Card,Next-Day,42.94,1,0.4955688613285343,Medium
Home,312.04,5,Not as described,Returned,-217.0,43,Male,City92,Debit Card,Express,47.52,1,0.44353926366984625,Medium
Books,250.63,1,Wrong item,Returned,192.0,39,Female,City1,Debit Card,Next-Day,44.42,1,0.48312836988541885,Medium
Toys,124.8,2,Wrong item,Returned,-50.0,45,Female,City92,Debit Card,Express,30.38,1,0.4424691092264557,Medium
Clothing,418.68,2,Not as described,Returned,-185.0,66,Male,City65,Gift Card,Standard,8.03,1,0.5433362319341697,Medium
Clothing,484.56,3,Changed mind,Returned,561.0,46,Female,City39,Debit Card,Standard,32.69,1,0.4467387323434538,Medium
Electronics,455.97,4,Not as described,Returned,348.0,61,Male,City3,Debit Card,Standard,43.91,1,0.4897949453606371,Medium
Clothing,472.77,2,Not as described,Returned,84.0,37,Male,City89,Gift Card,Next-Day,43.55,1,0.505307608582452,Medium
